Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2025-04-12,Jugzilla,5.10a/b,"Aidan lead p1",https://www.mountainproject.com/route/200788095/jugzilla,2,"International > Oceania > New Zealand > North Island > Lake Taupo > Kawakawa Bay > The Bluff",4.0,4,Lead,Onsight,Sport,5.10a/b,122,2800
2025-04-12,"Year of the Monkey",5.10c,"Great photo, fun moves. short",https://www.mountainproject.com/route/200788111/year-of-the-monkey,1,"International > Oceania > New Zealand > North Island > Lake Taupo > Kawakawa Bay > The Bluff",3.0,3,Lead,Onsight,Sport,5.10c,60,3200
2025-04-11,"Human Intervention",5.10a,"Bit dirty, weird start traversing left",https://www.mountainproject.com/route/108380989/human-intervention,1,"International > Oceania > New Zealand > North Island > Lake Taupo > Kawakawa Bay > The Point",2.0,2,Lead,Onsight,Sport,5.10a,,2600
2025-04-11,"High Hopes",5.8,"Aidan led p2. Bit dirty",https://www.mountainproject.com/route/107699465/high-hopes,2,"International > Oceania > New Zealand > North Island > Lake Taupo > Kawakawa Bay > The Point",3.1,2,Lead,Onsight,Sport,,150,2100
2025-04-10,"Peach Teats",5.6,,https://www.mountainproject.com/route/124025017/peach-teats,1,"International > Oceania > New Zealand > North Island > Lake Taupo > Kawakawa Bay > Lower Bluff",2.5,2,Lead,Flash,Sport,,40,1600
2025-04-10,"Reggae Shark",5.10+,,https://www.mountainproject.com/route/124025024/reggae-shark,2,"International > Oceania > New Zealand > North Island > Lake Taupo > Kawakawa Bay > Lower Bluff",3.0,-1,Lead,,Sport,,250,3300
2025-04-10,"Human Intervention",5.10a,,https://www.mountainproject.com/route/108380989/human-intervention,1,"International > Oceania > New Zealand > North Island > Lake Taupo > Kawakawa Bay > The Point",2.0,2,Lead,,Sport,5.10a,,2600
2025-04-10,"High Hopes",5.8,,https://www.mountainproject.com/route/107699465/high-hopes,2,"International > Oceania > New Zealand > North Island > Lake Taupo > Kawakawa Bay > The Point",3.1,2,Lead,Onsight,Sport,,150,2100
2025-04-10,"Reggae Shark",5.10+,"led p1, aidan leads p2 first multipitch lead :) would link P1 P2 next time",https://www.mountainproject.com/route/124025024/reggae-shark,2,"International > Oceania > New Zealand > North Island > Lake Taupo > Kawakawa Bay > Lower Bluff",3.0,-1,Lead,Onsight,Sport,,250,3300
2025-04-10,"Peach Teats",5.6,"Aidan&#39;s first lead! Dirty",https://www.mountainproject.com/route/124025017/peach-teats,1,"International > Oceania > New Zealand > North Island > Lake Taupo > Kawakawa Bay > Lower Bluff",2.5,2,Lead,Onsight,Sport,,40,1600
2025-04-03,"Climatic Extension",5.10b,,https://www.mountainproject.com/route/106394558/climatic-extension,1,"International > Oceania > New Zealand > North Island > Waikato and King Country > Waipari (formerly Froggatt's Edge) > Main Wall",3.0,-1,Lead,Onsight,Sport,,90,2900
2025-04-03,"Powder Queen",5.10a,,https://www.mountainproject.com/route/108086716/powder-queen,1,"International > Oceania > New Zealand > North Island > Waikato and King Country > Waipari (formerly Froggatt's Edge) > Main Wall",2.3,1,Lead,Onsight,Sport,,66,2600
2025-04-03,"White Christmas",5.8,,https://www.mountainproject.com/route/106394650/white-christmas,1,"International > Oceania > New Zealand > North Island > Waikato and King Country > Waipari (formerly Froggatt's Edge) > Main Wall",2.3,3,Lead,Onsight,Sport,,50,2100
2025-04-02,"Total Energy",5.10a,,https://www.mountainproject.com/route/106394663/total-energy,1,"International > Oceania > New Zealand > North Island > Waikato and King Country > Waipari (formerly Froggatt's Edge) > Main Wall",1.7,-1,Lead,Onsight,Sport,,45,2600
2025-04-02,"Terror Incognito",5.10b,"Rapped off the top ",https://www.mountainproject.com/route/106394545/terror-incognito,1,"International > Oceania > New Zealand > North Island > Waikato and King Country > Waipari (formerly Froggatt's Edge) > Main Wall",3.7,4,Lead,Onsight,Sport,,90,2900
2025-04-02,Serife,5.8,,https://www.mountainproject.com/route/106394659/serife,1,"International > Oceania > New Zealand > North Island > Waikato and King Country > Waipari (formerly Froggatt's Edge) > Main Wall",1.7,2,Lead,Onsight,Sport,,70,2100
2025-04-02,"Bonne Anne",5.9,"I liked this one!",https://www.mountainproject.com/route/106394676/bonne-anne,1,"International > Oceania > New Zealand > North Island > Waikato and King Country > Waipari (formerly Froggatt's Edge) > Main Wall",2.2,3,Lead,Onsight,Sport,5.9+,75,2400
2025-04-02,"Al Fresco",5.7,"First climb with Aidan! Tough start!",https://www.mountainproject.com/route/106394672/al-fresco,1,"International > Oceania > New Zealand > North Island > Waikato and King Country > Waipari (formerly Froggatt's Edge) > Main Wall",2.0,-1,Lead,Onsight,Sport,,75,1800
2025-02-28,Ruper,5.8+,,https://www.mountainproject.com/route/105748774/ruper,6,"Colorado > Boulder > Eldorado Canyon State Park > Redgarden Wall > Redgarden - Tower One",3.6,-1,Lead,Onsight,Trad,,240,2200
2025-02-27,Freeway,5.0,,https://www.mountainproject.com/route/105752023/freeway,6,"Colorado > Boulder > Flatirons > North > Second Flatiron",3.3,-1,Solo,,Trad,,600,1000
2024-11-27,"Chain Reaction",5.12c,,https://www.mountainproject.com/route/105789917/chain-reaction,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",3.8,-1,TR,,Sport,,40,7200
2024-11-27,"John Galt Line",5.11b,,https://www.mountainproject.com/route/105820362/john-galt-line,1,"Oregon > Central Oregon > Smith Rock > (i) The Fourth Horseman",3.0,-1,Lead,Redpoint,Sport,5.11a,90,4900
2024-11-27,"The Outsiders",5.9,,https://www.mountainproject.com/route/105820726/the-outsiders,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",3.0,-1,Lead,,Sport,,80,2400
2024-11-27,"Cool Ranch Flavor",5.11b,,https://www.mountainproject.com/route/105820366/cool-ranch-flavor,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",2.5,-1,Lead,Fell/Hung,Sport,,80,4900
2024-11-22,"First Kiss",5.7,,https://www.mountainproject.com/route/105852652/first-kiss,5,"Oregon > Central Oregon > Smith Rock > (t) Kiss of the Lepers Buttress",3.2,-1,Lead,,Sport,,450,1800
2024-11-16,"Praying Mantel",5.10a,,https://www.mountainproject.com/route/108416355/praying-mantel,1,"Oregon > Central Oregon > Smith Rock > (v) Monument Area > (7) The Monument > The Monument Base Area",2.1,-1,Lead,Onsight,Sport,,,2600
2024-11-16,"Approaching The Twilight",5.9-,,https://www.mountainproject.com/route/108416329/approaching-the-twilight,1,"Oregon > Central Oregon > Smith Rock > (v) Monument Area > (7) The Monument > The Monument Base Area",2.2,-1,Lead,Onsight,Sport,,,2300
2024-11-16,"Bagpiping in the Buff",5.7,,https://www.mountainproject.com/route/108398847/bagpiping-in-the-buff,1,"Oregon > Central Oregon > Smith Rock > (v) Monument Area > (7) The Monument > The Monument Base Area",1.8,-1,Lead,Onsight,Sport,,40,1800
2024-11-08,"Chain Reaction",5.12c,,https://www.mountainproject.com/route/105789917/chain-reaction,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",3.8,-1,Lead,Fell/Hung,Sport,,40,7200
2024-11-08,"John Galt Line",5.11b,,https://www.mountainproject.com/route/105820362/john-galt-line,1,"Oregon > Central Oregon > Smith Rock > (i) The Fourth Horseman",3.0,-1,Lead,Fell/Hung,Sport,5.11a,90,4900
2024-11-08,Golgotha,"5.11b PG13",,https://www.mountainproject.com/route/106311211/golgotha,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",3.2,-1,TR,,Trad,,80,4900
2024-11-08,"Nightingale's on Vacation",5.10a/b,,https://www.mountainproject.com/route/105820354/nightingales-on-vacation,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",2.5,-1,Lead,,Sport,5.10a,75,2800
2024-11-08,"Barbecue The Pope",5.10b/c,,https://www.mountainproject.com/route/105818791/barbecue-the-pope,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",3.0,3,Lead,,Sport,,80,3100
2024-11-07,"Cinnamon Slab",5.6,,https://www.mountainproject.com/route/106063719/cinnamon-slab,2,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",2.7,-1,Lead,,Trad,,80,1600
2024-11-07,"Nine Gallon Buckets",5.10c,,https://www.mountainproject.com/route/105800412/nine-gallon-buckets,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",3.5,4,Lead,,Sport,,90,3200
2024-10-27,"The Bastille Crack",5.7,,https://www.mountainproject.com/route/105748490/the-bastille-crack,5,"Colorado > Boulder > Eldorado Canyon State Park > The Bastille > The Bastille - N Face",3.5,-1,,,Trad,,350,1800
2024-10-26,Overboard,5.11c,,https://www.mountainproject.com/route/105789934/overboard,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",3.3,-1,Lead,Fell/Hung,Sport,,,5200
2024-10-25,"Mother   1",5.7+,,https://www.mountainproject.com/route/105751369/mother-1,1,"Wyoming > Laramie Area > Vedauwoo > Nautilus",3.4,-1,Lead,Onsight,Trad,,,1900
2024-10-24,Dual,5.9-,,https://www.mountainproject.com/route/106166617/dual,1,"Wyoming > Laramie Area > Vedauwoo > Nautilus",2.6,-1,Follow,,Trad,,70,2300
2024-10-12,"Llama Enlightenment",5.10c,,https://www.mountainproject.com/route/105820873/llama-enlightenment,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (2) Llama Wall",2.9,2,Lead,Redpoint,Sport,,85,3200
2024-10-12,"Master of Puppets",5.10b/c,,https://www.mountainproject.com/route/111766810/master-of-puppets,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (1) Northeast Face",3.4,-1,Lead,Onsight,Sport,5.10b,105,3100
2024-10-12,Orion,5.10a,,https://www.mountainproject.com/route/110643424/orion,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (1) Northeast Face",2.8,-1,Lead,Redpoint,Sport,,85,2600
2024-10-11,"Five Easy Pieces (start)",5.12a,,https://www.mountainproject.com/route/106674820/five-easy-pieces-start,1,"Oregon > Central Oregon > Smith Rock > (a) Picnic Lunch Wall",3.6,-1,Lead,Fell/Hung,Sport,,65,6600
2024-10-08,"Heinous Cling Start",5.12a,,https://www.mountainproject.com/route/109930142/heinous-cling-start,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",3.8,-1,Lead,Fell/Hung,Sport,,65,6600
2024-10-08,"Ring of Fire",5.11d,,https://www.mountainproject.com/route/105789153/ring-of-fire,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",2.8,-1,Lead,Fell/Hung,Sport,,,5500
2024-10-08,"Earth Boys",5.10b,,https://www.mountainproject.com/route/106798065/earth-boys,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",2.7,-1,Lead,Flash,Sport,,60,2900
2024-10-04,Heresy,5.11c,,https://www.mountainproject.com/route/105793956/heresy,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",3.1,-1,Lead,Fell/Hung,Sport,,40,5200
2024-10-04,Moondance,5.11c,,https://www.mountainproject.com/route/106143405/moondance,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",3.7,4,Lead,Redpoint,Sport,,,5200
2024-10-03,"Blue Light Special",5.11b,,https://www.mountainproject.com/route/105789316/blue-light-special,1,"Oregon > Central Oregon > Smith Rock > (c) Shipwreck Wall > Shipwreck Wall - East Face",3.0,-1,TR,,Sport,,,4900
2024-10-02,Crack-A-No-Go,"5.11b PG13",,https://www.mountainproject.com/route/105793286/crack-a-no-go,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > West Side > (3) Catwalk Cliff",3.5,-1,TR,,Trad,,80,4900
2024-10-02,Quasar,5.10b,,https://www.mountainproject.com/route/105889245/quasar,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > West Side > (3) Catwalk Cliff",3.2,-1,TR,,Trad,,75,2900
2024-10-02,"Blood Clot",5.10b,,https://www.mountainproject.com/route/105809717/blood-clot,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > West Side > (3) Catwalk Cliff",3.5,-1,TR,,Trad,,90,2900
2024-10-02,"Cruel Sister",5.10a,,https://www.mountainproject.com/route/105791785/cruel-sister,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > West Side > (3) Catwalk Cliff",3.7,-1,TR,,Trad,,80,2600
2024-09-29,"Leper Messiah",5.10b,,https://www.mountainproject.com/route/111244912/leper-messiah,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (1) Northeast Face",2.9,-1,Lead,Onsight,Sport,,95,2900
2024-09-29,"Lichen It",5.7+,,https://www.mountainproject.com/route/106191286/lichen-it,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",2.2,2,Lead,Onsight,Sport,5.8,60,1900
2024-09-25,"North Slab Crack",5.5,,https://www.mountainproject.com/route/106785181/north-slab-crack,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",1.7,-1,Lead,,"Sport, TR",,40,1500
2024-09-25,"Float Like a Butterfly",5.10b,,https://www.mountainproject.com/route/105789043/float-like-a-butterfly,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",2.6,-1,Lead,,"Sport, TR",,40,2900
2024-09-25,"Sting Like a Bee",5.10b,,https://www.mountainproject.com/route/106157130/sting-like-a-bee,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",2.3,-1,Lead,Redpoint,Sport,,60,2900
2024-09-25,"Mini Bender",5.9,,https://www.mountainproject.com/route/106157126/mini-bender,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",2.0,-1,Lead,,Sport,,50,2400
2024-09-25,Shamu,5.9,,https://www.mountainproject.com/route/105818787/shamu,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",2.1,-1,Lead,,"Sport, TR",,,2400
2024-08-19,"Immortal Beloved",5.9,"with Esther",https://www.mountainproject.com/route/106157147/immortal-beloved,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",2.2,-1,Lead,Onsight,Sport,,50,2400
2024-08-18,"Voyage of the Cowdog",5.8+,"With Esther. did walk-off. might rap next time. had to wait in line. Phoebe if you need your draws back hmu
",https://www.mountainproject.com/route/106673268/voyage-of-the-cowdog,3,"Oregon > Central Oregon > Smith Rock > (a) Picnic Lunch Wall",3.3,3,Lead,Onsight,Sport,,260,2200
2024-08-17,"Low Blow",5.10a,"with Esther",https://www.mountainproject.com/route/106679501/low-blow,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",2.7,-1,Lead,Onsight,Sport,,35,2600
2024-08-17,Shamu,5.9,"with Esther",https://www.mountainproject.com/route/105818787/shamu,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",2.1,-1,Lead,Onsight,"Sport, TR",,,2400
2024-08-17,"How Low Can You Go?",5.7,"with Esther",https://www.mountainproject.com/route/106498560/how-low-can-you-go,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",1.9,-1,Lead,Onsight,"Sport, TR",,,1800
2024-08-17,"North Slab Crack",5.5,"with Esther",https://www.mountainproject.com/route/106785181/north-slab-crack,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",1.7,-1,Lead,Onsight,"Sport, TR",,40,1500
2024-03-28,"Hi, I'm Doctor Terrific",5.10c,,https://www.mountainproject.com/route/108013780/hi-im-doctor-terrific,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 3",2.6,-1,Lead,Onsight,Sport,,,3200
2024-03-28,Headplant,5.10+,,https://www.mountainproject.com/route/106352400/headplant,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 3",3.0,-1,Lead,Onsight,Sport,,45,3300
2024-03-28,"Go With the Flow",5.11a,,https://www.mountainproject.com/route/114361921/go-with-the-flow,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 3",4.0,-1,Lead,,Sport,,45,4600
2024-03-28,"Send a Gorilla","5.11b/c PG13",,https://www.mountainproject.com/route/106415540/send-a-gorilla,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",3.4,3,Lead,Redpoint,Sport,5.11b/c,50,5100
2024-03-28,"Feral Pakeha",5.11c,,https://www.mountainproject.com/route/116702642/feral-pakeha,2,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",4.0,4,Lead,Redpoint,Sport,,85,5200
2024-03-26,"Status Anxiety",5.10a,,https://www.mountainproject.com/route/125354627/status-anxiety,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Pohara > Bo Peep Slab",2.0,-1,Lead,Onsight,Sport,5.10b,90,2600
2024-03-26,"Lights Out",5.11a,,https://www.mountainproject.com/route/125872507/lights-out,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",2.0,2,Lead,Onsight,Sport,5.11a,25,4600
2024-03-26,"Wreck Tangle",5.10c/d,,https://www.mountainproject.com/route/125872493/wreck-tangle,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",2.0,2,Lead,Flash,Sport,5.10c/d,50,3400
2024-03-26,"You’re either dead or you’re not",5.11a,"i LOVED it this time around",https://www.mountainproject.com/route/116822987/youre-either-dead-or-youre-not,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",3.0,3,Lead,Redpoint,Sport,,45,4600
2024-03-26,"Send a Gorilla","5.11b/c PG13","one hang",https://www.mountainproject.com/route/106415540/send-a-gorilla,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",3.4,3,Lead,Fell/Hung,Sport,5.11b/c,50,5100
2024-03-26,"Feisty Red",5.9,,https://www.mountainproject.com/route/106415567/feisty-red,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",1.5,-1,Lead,,"Trad, Sport",,50,2400
2024-03-26,"Dread Fever",5.7,,https://www.mountainproject.com/route/125872472/dread-fever,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",1.0,1,Lead,Onsight,Sport,5.7,30,1800
2024-03-17,"Carnage at the Crossroads",5.10-,,https://www.mountainproject.com/route/125845766/carnage-at-the-crossroads,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 3",3.0,3,Lead,Redpoint,Sport,5.10-,45,2700
2024-03-17,"Romancing the stone",5.8+,,https://www.mountainproject.com/route/116193402/romancing-the-stone,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 3",2.3,-1,Lead,Onsight,Sport,,40,2200
2024-03-17,"Grey Warbler",5.6,,https://www.mountainproject.com/route/125845770/grey-warbler,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 3",1.0,1,Lead,Flash,Sport,5.6,24,1600
